primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
The Story of Us,Comedy,6.22577,99,58900031,95,5.9,75
Road House,Action,6.216203,89,30050028,114,6.3,252
Laws of Attraction,Action,6.201404,4,30016165,90,5.6,104
Sound of My Voice,Science Fiction,6.192383,11,0,85,6.3,108
The Red Violin,Drama,6.18869,98,9495408,131,7.3,99
Bottle Shock,Comedy,6.174435,8,4040588,110,6.6,60
Serial Mom,Comedy,6.170139,94,7820688,95,6.4,135
Lucky You,Drama,6.162872,7,5761917,124,5.4,81
Last Holiday,Adventure,6.156015,6,38399961,112,6.4,119
Made in Dagenham,Comedy,6.138802,10,0,113,6.6,94
Beyond the Sea,Drama,6.138213,4,0,118,6.5,55
Marvin's Room,Drama,6.130231,96,0,98,6.6,124
Crazy/Beautiful,Drama,6.130096,1,16929123,99,6.6,96
Operation Chromite,History,6.116436,16,0,110,5.8,29
Connie and Carla,Comedy,6.102663,4,11341016,98,6.4,24
Fireproof,Drama,6.093989,8,33456317,122,7,100
You Kill Me,Comedy,6.091951,7,2426851,90,6.2,80
Arn: The Knight Templar,Action,6.091033,7,0,139,6.4,76
Undercover Brother,Action,6.086083,2,41604473,86,5.5,112
Welcome to the Rileys,Drama,6.085879,10,42145,110,6.4,139
Crocodile Dundee in Los Angeles,Adventure,6.081772,1,39438674,92,4.7,146
Julia,Drama,6.077735,77,0,117,6.3,30
Mary Reilly,Drama,6.067212,96,12379402,104,5.7,74
Epic Movie,Action,6.064638,7,86865564,86,3.2,326
Light Sleeper,Drama,6.063868,92,0,103,5.7,15
Dreamer: Inspired By a True Story,Drama,6.048743,5,0,106,6.3,67
Stir of Echoes,Horror,6.044161,99,21133087,99,6.5,330
United Passions,Drama,6.036684,14,0,110,3,16
Think Like a Man,Comedy,6.035152,12,96070507,122,6.9,281
Coming Home,Drama,6.017273,14,0,111,6.9,49
The Banger Sisters,Comedy,6.015354,2,0,98,5.5,62
Alatriste,Action,6.009644,6,23321954,145,5.6,61
Man of the House,Comedy,6.004422,5,0,100,5.4,120
Saints and Soldiers,Action,6.003418,3,0,90,6.6,98
Cirque du Soleil: Worlds Away,Fantasy,5.987486,12,34153101,91,6.1,58
Topaz,Action,5.975604,69,6000000,143,6.1,77
L!fe Happens,Comedy,5.974156,11,30905,100,5.3,66
Courageous,Drama,5.961119,11,34522221,129,6.8,77
Lone Star,Drama,5.960149,96,13269963,135,6.9,77
X-Men Origins: Wolverine,Adventure,5.954334,9,373062864,107,6.2,4021
Deck the Halls,Comedy,5.952527,6,47231070,93,5.1,109
Bananas,Comedy,5.941852,71,11833696,82,6.7,165
Shadow of the Vampire,Drama,5.93923,0,8279017,92,6.6,148
Three,Romance,5.937602,10,2611555,119,6.3,31
Somewhere in Time,Science Fiction,5.934016,80,0,103,7.2,102
Amen.,Drama,5.930533,2,0,132,7.1,75
Central Station,Drama,5.928937,98,5596708,113,7.6,126
Hoffa,Crime,5.926966,92,0,140,6.1,81
Valentine,Horror,5.904126,1,0,96,5,114
Poolhall Junkies,Comedy,5.90259,2,0,99,6.5,25
Jab Tak Hai Jaan,Drama,5.900535,12,0,176,7.3,66
Repo! The Genetic Opera,Horror,5.897479,8,188126,98,6.7,100
Howards End,Drama,5.897391,92,25966555,140,6.9,95
Clockstoppers,Adventure,5.894163,2,38793283,94,4.9,89
Superbabies: Baby Geniuses 2,Comedy,5.886228,4,9109322,88,1.9,35
Madea's Family Reunion,Drama,5.882208,6,57231524,110,6,77
Diner,Comedy,5.87193,82,0,110,6.9,83
Welcome to the Dollhouse,Comedy,5.870319,95,0,88,6.9,103
Hey Arnold! The Movie,Animation,5.856363,2,0,76,5.6,62
Sleepover,Comedy,5.842299,4,0,89,5.3,101
Ondine,Drama,5.841285,9,1644755,111,6.5,84
Gossip,Drama,5.833687,0,5108820,90,5.5,68
Birthday Girl,Comedy,5.831302,1,0,93,6.1,103
Killing Zoe,Action,5.817519,93,418961,96,6.1,111
Swing Vote,Drama,5.815881,8,17600000,120,5.8,65
Why I Did (Not) Eat My Father,Adventure,5.794466,15,0,100,5.3,125
My Life in Ruins,Comedy,5.787891,9,20455276,95,5.6,101
The Wild Thornberrys Movie,Animation,5.784661,2,0,85,5.8,44
At First Sight,Drama,5.778724,99,0,128,5.9,48
Return to Me,Romance,5.771479,0,36609995,115,6.1,67
Crazy in Alabama,Comedy,5.770246,99,0,111,6.5,12
The Players Club,Drama,5.769822,98,0,104,6.4,14
Supernova,Horror,5.762037,0,14828081,91,4.9,109
For Greater Glory - The True Story of Cristiada,History,5.759545,12,9622846,145,6.4,35
The Calling,Thriller,5.759493,14,0,108,5.6,88
Rosewater,Drama,5.75555,14,0,103,6.5,98
Casa De Mi Padre,Comedy,5.754416,12,0,84,5.5,103
Joyful Noise,Comedy,5.753705,12,0,117,6.7,33
Space Dogs,Family,5.753564,10,6500000,85,6.3,10
November,Drama,5.742359,4,0,73,4.9,11
Martian Child,Drama,5.737161,7,0,106,6.8,79
Like Mike,Comedy,5.73667,2,0,99,5.7,100
Waking Ned,Comedy,5.735912,98,0,91,7.4,54
5 Days of War,War,5.727602,11,17479,113,5.8,62
Life as a House,Drama,5.706767,1,0,125,7.2,120
Detroit Rock City,Comedy,5.700333,99,4217115,95,6.7,100
Recess: School's Out,Science Fiction,5.699058,1,44460850,83,6.6,67
Cat People,Drama,5.69872,82,0,118,6,94
Simply Irresistible,Comedy,5.696491,99,4398989,95,5.5,52
High Anxiety,Comedy,5.690619,77,31063038,94,6.5,84
Hardball,Comedy,5.683281,1,40222729,106,6.3,123
My Dog Skip,Comedy,5.675535,0,0,95,6.5,69
Very Bad Things,Comedy,5.671691,98,9898412,100,6.2,179
The Savages,Drama,5.663889,7,0,114,6.8,110
Marci X,Comedy,5.65327,3,1675706,84,3.3,12
Return to Oz,Adventure,5.650125,85,11137801,109,6.7,120
The Matador,Action,5.647538,5,17297244,96,6.2,136
Accidental Love,Romance,5.644844,15,0,100,3.9,95
Class of 1984,Action,5.643023,82,0,98,6.2,66
Texas Rangers,Action,5.641978,1,0,110,5.4,19
The 41äóńYearäóńOld Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,5.628399,10,0,82,3.2,34
Indignation,Drama,5.625989,16,0,110,6.8,69
Beauty Shop,Comedy,5.625632,5,36351350,105,5.4,115
Shadowlands,Drama,5.609755,93,0,131,6.8,61
A Guy Thing,Comedy,5.596835,3,17432163,101,5.3,83
Gods and Monsters,Drama,5.588652,98,6451628,105,6.8,81
Jesus' Son,Comedy,5.581743,99,0,107,6.7,22
Divine Secrets of the Ya-Ya Sisterhood,Comedy,5.576937,2,0,116,5.6,65
Play It to the Bone,Comedy,5.566203,99,8434146,124,5.7,53
The Last Five Years,Comedy,5.563068,14,0,94,5.5,143
The Wood,Comedy,5.537646,99,25059640,106,7.1,34
Gettysburg,War,5.529035,93,25000000,254,6.6,90
Midnight in the Garden of Good and Evil,Crime,5.525544,97,25105255,155,6.3,157
Mother and Child,Drama,5.517597,9,0,125,6.7,46
Ride with the Devil,Drama,5.516207,99,635096,138,6.6,49
Flirting with Disaster,Comedy,5.500324,96,14702438,92,6.3,66
Red Dog,Drama,5.499412,11,0,92,7.1,83
Kevin Hart: Laugh at My Pain,Comedy,5.498834,11,0,89,7.7,43
The Mighty,Comedy,5.497682,98,0,100,7.1,51
Cheri,Drama,5.494047,9,9366227,86,5.9,56
Close Range,Crime,5.485217,15,0,80,4.9,54
The Clan of the Cave Bear,Adventure,5.484679,86,0,98,4.8,27
Soul Men,Comedy,5.483671,8,0,103,6.3,47
A Home at the End of the World,Romance,5.483531,4,1548955,96,6.8,45
Soul Kitchen,Drama,5.461487,9,17872796,99,7.1,116
Exotica,Drama,5.446832,94,0,103,6.5,64
Latter Days,Drama,5.424916,3,819939,107,6.7,56
ATL,Drama,5.422285,6,21170563,105,6,32
Smilla's Sense of Snow,Action,5.419181,97,0,121,6.6,60
28 Days,Comedy,5.418921,0,0,103,6,208
Sgt. Bilko,Comedy,5.417787,96,0,90,5.5,94
Only the Strong,Action,5.411243,93,3283371,99,6.9,29
Kindergarten Cop,Comedy,5.411154,90,201957688,111,5.8,628
Gentleman's Agreement,Drama,5.381536,47,7800000,118,6.8,47
Kansas City,Thriller,5.380733,96,0,116,6.1,12
Heaven's Gate,Action,5.380124,80,3484331,219,6.4,55
Cabin Fever,Horror,5.379319,16,0,99,4.4,111
A Madea Christmas,Comedy,5.377155,13,0,100,7,35
Love in the Time of Cholera,Drama,5.361699,7,4607608,139,6.4,81
Screwed,Action,5.359381,0,0,81,4.9,23
I Am Love,Drama,5.355763,9,0,120,6.9,73
London,Drama,5.350423,5,0,92,6.1,96
Force 10 from Navarone,Action,5.348446,78,7230000,118,6.4,91
The Good German,War,5.347936,6,5914908,108,5.9,86
Re-Kill,Horror,5.346205,15,0,87,4.9,34
Red River,Western,5.344815,48,9012000,133,7.3,82
The Snow Queen,Animation,5.33861,12,12400000,76,5.1,47
Harvard Man,Drama,5.336243,1,0,99,4.8,15
Brother,Crime,5.327714,0,15250000,114,6.8,107
Please Give,Comedy,5.325156,10,0,90,6,57
Who Killed the Electric Car?,Documentary,5.323184,6,1678874,92,7.2,59
The Boys from Brazil,Horror,5.315213,78,0,125,6.6,101
Virtuosity,Action,5.301589,95,24048000,106,5.4,163
Shinjuku Incident,Drama,5.294319,9,0,119,6.7,65
Hamlet 2,Comedy,5.293363,8,0,92,6.1,56
The Mudge Boy,Drama,5.292536,3,62852,94,7.3,23
Flawless,Comedy,5.271559,99,4488529,112,5.9,56
Subway,Action,5.261065,85,390659,104,6.3,86
Wing Commander,Action,5.259585,99,0,100,4,72
Foodfight!,Animation,5.258726,12,73706,87,2.3,28
Joe Somebody,Comedy,5.257009,1,0,99,5.5,40
Trust the Man,Comedy,5.2545,5,0,103,5.5,29
Shotgun Stories,Drama,5.251143,7,0,92,6.9,57
20 Feet from Stardom,Documentary,5.247956,13,0,89,7.4,85
Fido,Romance,5.244518,6,426224,91,6.6,135
Moby Dick,Adventure,5.224593,56,10400000,116,6.9,89
Blackthorn,Adventure,5.223096,11,623528,98,6.6,73
Ink,Action,5.217002,9,0,106,6.4,101
Loser,Drama,5.214408,0,0,98,5,120
Rang De Basanti,Drama,5.206967,6,11502151,157,7.2,97
The Battle of Shaker Heights,Comedy,5.20209,3,0,79,5.6,17
Big Trouble,Action,5.201688,2,8493890,85,6.3,80
Point Blank,Action,5.164423,67,3200000,92,7.1,95
The Object of My Affection,Comedy,5.164281,98,46905889,111,5.6,72
Stonewall,Drama,5.16023,15,187674,129,5.2,32
All That Jazz,Drama,5.159407,79,37823676,123,7.3,85
Space Battleship Yamato,Science Fiction,5.158067,10,11212294,131,6.3,59
Strangerland,Drama,5.145655,15,17472,111,5.1,83
The Quiet American,Drama,5.133744,2,27674124,101,6.4,81
Not Easily Broken,Drama,5.1299,9,0,99,6.3,9
Barbecue,Comedy,5.119593,14,14348529,98,5.8,214
Peeples,Comedy,5.112809,13,0,95,5.6,26
Richard III,Drama,5.107235,95,0,104,6.9,49
All About the Benjamins,Action,5.102258,2,25482931,95,5.8,48
Small Apartments,Comedy,5.100741,12,0,96,5.7,50
Nicholas Nickleby,Adventure,5.099923,2,0,132,6.8,49
The Devil's Tomb,Action,5.099472,9,0,90,4,53
Plush,Thriller,5.099368,13,0,98,5.4,40
Redbelt,Drama,5.091253,8,0,99,6.4,76
King's Ransom,Comedy,5.079017,5,0,95,5.1,14
The Hoax,Comedy,5.073536,6,11772461,116,6.4,60
Bon Cop Bad Cop,Action,5.069095,6,12671300,116,6.5,42
Forget Me Not,Drama,5.065752,9,0,103,5,66
Orgazmo,Comedy,5.06516,97,0,94,6.2,115
Copying Beethoven,Drama,5.062687,6,0,104,6.2,42
American Ninja 2: The Confrontation,Action,5.061107,87,0,90,4.9,49
Twixt,Horror,5.060656,11,0,84,5,85
Dragon Nest: Warriors' Dawn,Adventure,5.057695,14,0,88,6.8,19
Gerry,Mystery,5.038953,2,0,103,6.2,68
Nancy Drew,Action,5.0348,7,0,99,5.8,143
Miss Julie,Drama,5.033065,14,5000000,120,5.9,45
Anatomy,Horror,5.025938,0,0,103,6.1,61
A Prairie Home Companion,Drama,5.025446,6,0,105,6.4,81
American Hero,Action,5.023091,15,0,86,5,62
8 Heads in a Duffel Bag,Comedy,5.016607,97,0,95,5.4,39
Winter in Wartime,Drama,5.013575,8,530048,103,6.8,66
Phantasm II,Action,5.003615,88,7282851,97,6.3,94
Green Street Hooligans: Underground,Action,5.0005,13,0,90,5.4,33
Love Ranch,Drama,5.000126,10,0,117,6,21
Of Gods and Men,Drama,4.992475,10,41424067,120,6.5,91
The Loved Ones,Horror,4.989985,9,0,84,6.6,207
Samantha: An American Girl Holiday,Drama,4.980585,4,0,86,4.6,9
The Ultimate Gift,Romance,4.976268,6,0,114,6.8,78
Strange Wilderness,Comedy,4.961306,8,6575282,87,4.7,69
The Hit List,Action,4.957014,11,0,90,5.2,73
High Tension,Horror,4.952983,3,0,91,6.6,271
Barney's Version,Comedy,4.952735,10,8454301,134,7.2,129
Pound of Flesh,Action,4.943588,15,0,104,5.5,63
Akeelah and the Bee,Drama,4.932893,6,18948425,112,6.7,81
Reign of Assassins,History,4.930129,10,0,117,6.7,57
The Last Dragon,Action,4.928777,85,25754284,108,6.4,69
Freeze Frame,Thriller,4.922397,4,0,99,6.9,18
Dungeons & Dragons: Wrath of the Dragon God,Action,4.901936,5,0,105,4.8,36
Cradle Will Rock,Drama,4.901553,99,0,132,7.2,18
Resurrecting the Champ,Drama,4.898437,7,0,112,5.9,60
Margaret,Drama,4.898424,11,46495,149,6.1,86
The Square,Documentary,4.892203,13,0,88,7.8,55
Angela's Ashes,Drama,4.88794,99,13,145,7,59
Two Girls and a Guy,Drama,4.86805,97,2057193,84,5.4,24
Human Traffic,Comedy,4.859873,99,4000000,99,6.8,97
Split Second,Thriller,4.857028,92,5,90,5.7,63
Romeo Is Bleeding,Action,4.850402,93,3275585,100,5.7,36
Swimfan,Drama,4.844451,2,34411240,84,5,70
The Out-of-Towners,Comedy,4.842626,99,29000000,90,5,45
But I'm a Cheerleader,Comedy,4.826908,99,0,85,6.5,101
Dragon Wars: D-War,Fantasy,4.822033,7,53587404,90,4,104
Shopgirl,Comedy,4.820166,5,11588205,104,5.7,75
Snow White: A Tale of Terror,Fantasy,4.810621,97,0,100,6,62
Kites,Drama,4.807549,10,0,131,6,40
Frozen River,Drama,4.805651,8,0,97,6.7,99
Up Close & Personal,Drama,4.801849,96,0,119,5.9,50
Veronika Decides to Die,Drama,4.799022,9,0,103,5.8,75
Duma,Adventure,4.795244,5,0,100,6.9,41
City of Life and Death,Drama,4.793348,9,10652498,132,7.6,55
The Rage: Carrie 2,Horror,4.781538,99,17762705,104,5.1,76
Running with Scissors,Drama,4.770195,6,6754898,116,5.8,78
The Cry of the Owl,Drama,4.75919,9,0,101,5.5,29
Thumbsucker,Comedy,4.757625,5,1919197,96,6.1,67
Meek's Cutoff,Drama,4.749885,10,876302,104,6.5,77
Drumline,Drama,4.748929,2,57588485,118,6.2,116
The Deep End of the Ocean,Drama,4.746085,99,28121100,106,5.9,54
Dick,Comedy,4.742537,99,27500000,94,5.7,67
The Monkey King 2,Action,4.72629,16,193677158,120,6,24
Atlas Shrugged Part II,Drama,4.725357,12,0,112,5.4,41
The Caveman's Valentine,Drama,4.722403,1,0,105,6,27
Turbulence,Action,4.700024,97,11466088,100,5.2,62
When a Stranger Calls,Horror,4.688212,6,66966987,87,5.4,268
Freeway,Comedy,4.682881,96,0,110,6.5,95
Pontypool,Horror,4.680206,9,32000,93,6.6,183
X-Men,Adventure,4.66891,0,296339527,104,6.8,4097
Head Over Heels,Comedy,4.66723,1,10424470,86,5.3,73
Shade,Action,4.665309,3,0,101,6.1,73
One to Another,Drama,4.665026,6,0,95,5.8,12
Lake Mungo,Horror,4.653047,8,0,84,6.1,90
Little Voice,Comedy,4.647547,98,0,97,6.6,61
Henry V,War,4.641006,89,0,137,7.4,71
Harriet the Spy,Comedy,4.63093,96,0,100,5.7,46
Tidal Wave,Action,4.628525,9,11301649,120,6.5,48
Sleep Dealer,Drama,4.624691,8,107559,90,6,40
Johnson Family Vacation,Comedy,4.623609,4,31179516,97,4.7,30
Get on the Bus,Drama,4.623059,96,5731103,120,7,11
Moliere,Romance,4.61335,7,0,115,6.7,45
Reds,Drama,4.602185,81,40382659,195,7.1,67
Let's Go to Prison,Comedy,4.59841,6,4630045,84,5.5,69
After,Mystery,4.596157,12,0,90,5.6,63
Rugrats in Paris: The Movie,Adventure,4.590277,0,103,78,6,100
Baby Geniuses,Science Fiction,4.580081,99,36450736,97,3.3,75
Swept Away,Comedy,4.570043,2,598645,89,4.8,50
Facing the Giants,Drama,4.563698,6,10178331,111,6.6,64
Caramel,Drama,4.554574,7,0,96,6.8,52
Pink Flamingos,Horror,4.553644,72,6000000,93,6.2,110
They,Horror,4.544216,2,0,89,4.6,74
Talk Radio,Drama,4.541908,88,3468572,110,6.7,46
I Think I Love My Wife,Comedy,4.536745,7,13196245,90,5,55
Bulworth,Comedy,4.52363,98,29202884,108,6.3,66
An Ideal Husband,Drama,4.519523,99,18535191,97,6.3,46
Renaissance Man,Comedy,4.516953,94,24332324,128,5.9,81
Straight A's,Comedy,4.50829,13,0,88,5.2,46
Catch-22,War,4.504377,70,24911670,121,6.7,72
Sea Rex 3D: Journey to a Prehistoric World,Documentary,4.498368,10,4074023,41,5.9,11
Pat Garrett & Billy the Kid,Western,4.495256,73,11000000,106,7.2,65
Get Carter,Action,4.494788,0,19412993,102,4.8,145
Catch That Kid,Family,4.492859,4,16702864,92,4.9,76
Jumping the Broom,Comedy,4.492455,11,37710610,112,6,56
The Train,Action,4.49029,64,6800000,133,7.2,72
The White Countess,Drama,4.488547,5,0,135,6.9,21
Drive Me Crazy,Drama,4.482714,99,22593409,91,5.8,62
Fifty Dead Men Walking,Action,4.481897,8,0,117,6.1,35
Da Sweet Blood of Jesus,Thriller,4.480579,14,0,123,4.1,13
My Baby's Daddy,Comedy,4.480167,4,51,86,4.3,15
Flipper,Adventure,4.475007,96,20080020,95,5.3,84
C.H.U.D.,Horror,4.45544,84,3412497,88,5.3,62
Good Deeds,Comedy,4.448494,12,0,111,6.2,45
Freaky Deaky,Comedy,4.448353,12,0,90,4.9,18
Conversations with Other Women,Drama,4.442355,6,973525,84,6.2,38
"Mystery, Alaska",Drama,4.436792,99,8888143,119,6,69
Wuthering Heights,Drama,4.409263,9,0,142,6.9,37
Freedom,Drama,4.389363,14,0,98,5.8,9
The Master of Disguise,Comedy,4.382761,2,0,80,3.7,78
The Fan,Drama,4.366488,96,18626419,116,5.7,194
The Little Vampire,Family,4.365196,0,13555988,95,6.1,77
Gods and Generals,Drama,4.362535,3,12923936,214,6.1,48
Fur: An Imaginary Portrait of Diane Arbus,Drama,4.358255,6,2281089,122,5.8,73
Alex & Emma,Comedy,4.352422,3,15368897,96,5,68
Waiting for Guffman,Music,4.348416,96,0,84,7.3,63
No Man's Land: The Rise of Reeker,Horror,4.346271,8,0,88,4.4,27
Stay Alive,Horror,4.34503,6,27105095,100,5.3,155
"Legally Blonde 2: Red, White & Blonde",Comedy,4.340616,3,124914842,95,5.1,377
Jawbreaker,Comedy,4.337685,99,3076820,87,5.9,90
For Your Consideration,Comedy,4.330428,6,5542025,86,5.9,43
As It Is in Heaven,Romance,4.321249,4,0,132,6.9,42
Mumford,Comedy,4.310168,99,0,112,6.3,26
In the Name of the King III,Action,4.304341,13,0,85,3.3,19
Eye of the Beholder,Drama,4.302941,99,0,109,5.3,42
Modern Problems,Comedy,4.293706,81,0,89,5.6,23
Broken Horses,Thriller,4.289676,15,0,101,5,10
Beyond the Valley of the Dolls,Comedy,4.289003,70,40000000,109,6.6,53
The Shaggy Dog,Comedy,4.280619,6,61112916,98,4.5,137
Pieces of April,Comedy,4.270596,3,0,81,6.4,64
Stung,Comedy,4.270489,15,0,87,4.9,63
In the Land of Blood and Honey,Drama,4.267466,11,303877,127,5.8,45
Snow Angels,Drama,4.262374,8,414404,106,6.5,48
Sherrybaby,Drama,4.261509,6,622806,96,6.3,41
Hedwig and the Angry Inch,Comedy,4.25422,1,0,95,7.4,80
Sunshine State,Drama,4.245123,2,0,141,6,10
"Remember Me, My Love",Drama,4.240495,3,0,125,5.8,44
Delgo,Adventure,4.238482,8,0,94,5.4,15
Invaders from Mars,Science Fiction,4.234269,86,4884663,100,5.5,57
The Fall of the Roman Empire,Drama,4.229942,64,4750000,188,6,33
The Apostle,Drama,4.227807,97,0,134,6.1,38
Clay Pigeons,Comedy,4.221313,98,0,104,6.3,39
Reno 911!: Miami,Action,4.207456,7,20342161,84,5.6,72
Invasion U.S.A.,Action,4.192064,85,0,107,5.3,49
The Best Little Whorehouse in Texas,Comedy,4.189378,82,69701637,114,5.9,41
Cecil B. Demented,Thriller,4.176066,0,0,87,6.2,51
Made,Action,4.149628,1,5476060,94,6.3,55
Novocaine,Comedy,4.148253,1,2025238,95,6,44
O,Drama,4.146752,1,16017403,95,5.8,75
Random Hearts,Drama,4.137237,99,74608570,133,5.3,63
Black Christmas,Horror,4.134327,6,21510851,84,4.8,119
Vera Drake,Crime,4.131918,4,0,125,6.8,80
Switchback,Action,4.131546,97,6482195,118,5.8,52
Party Monster,Comedy,4.129165,3,742898,98,5.9,58
Three Kingdoms: Resurrection of the Dragon,Action,4.127155,8,0,102,6.6,35
A Better Life,Drama,4.123533,11,1759252,98,7,54
Out Cold,Comedy,4.12064,1,14782676,89,5.8,53
George and the Dragon,Adventure,4.120549,4,0,93,5,13
The Perfect Wave,Romance,4.118612,14,0,113,4.4,21
The Front Page,Romance,4.117968,74,0,105,6.9,68
Tuck Everlasting,Fantasy,4.115398,2,0,90,6.4,128
Soul Food,Comedy,4.105363,97,0,114,6.6,19
Teen Wolf Too,Comedy,4.103764,87,0,95,3.8,46
Shorts,Comedy,4.100942,9,28972508,89,5.1,44
Cats Don't Dance,Animation,4.098444,97,3566637,75,7.1,24
The Quiet,Drama,4.0971,5,381420,96,6.1,73
The Guru,Comedy,4.093288,2,0,91,5.1,75
Brooklyn Rules,Drama,4.090382,7,458232,99,5.8,18
The Egyptian,History,4.079111,54,15000000,139,6,11
UHF,Comedy,4.070044,89,0,97,6.7,89
The Corruptor,Action,4.068107,99,15156200,110,6,57
Romance & Cigarettes,Comedy,4.056774,5,2945242,105,6,33
A Mighty Wind,Comedy,4.053017,3,18750246,91,6.6,74
Catch a Fire,Action,4.052219,6,4291965,101,6.4,25
Where the Truth Lies,Drama,4.051221,5,0,107,5.9,66
Superstar,Comedy,4.04701,99,0,81,5.1,83
Home for the Holidays,Comedy,4.031585,95,17519169,103,6.3,39
The Longshots,Drama,4.030724,8,0,94,6.5,11
The Robe,Drama,4.028875,53,36000000,135,6.4,42
The Prisoner of Zenda,Adventure,4.021389,37,0,101,8.4,11
Sheena,Action,4.020194,84,5778353,117,5,22
Super Hybrid,Horror,4.009379,10,0,95,4.6,24
Stop-Loss,Drama,4.002579,8,11207130,113,6.1,82
Eye for an Eye,Drama,3.996392,96,0,101,5.8,63
Kissing Jessica Stein,Comedy,3.990215,1,10013424,97,5.9,48
Gun Shy,Action,3.988432,0,1631839,101,5.4,24
Inside Deep Throat,History,3.980072,5,653621,92,6.8,31
Summer Catch,Drama,3.960098,1,19693891,108,4.8,63
The Best Man,Drama,3.951041,99,34573780,120,6.8,38
Beneath Hill 60,Drama,3.949796,10,0,122,7.3,40
Drive Hard,Action,3.94487,14,0,96,3.9,74
90 Minutes in Heaven,Drama,3.943706,15,4842699,121,5.4,40
10th & Wolf,Action,3.942464,6,143451,107,6.3,24
My Summer of Love,Drama,3.939753,4,0,86,6,59
Kama Sutra - A Tale of Love,Drama,3.937939,96,4109095,117,5.7,35
The Juror,Drama,3.937352,96,0,118,5.5,89
Bucky Larson: Born to Be a Star,Comedy,3.919057,11,0,97,4.4,51
It's All Gone Pete Tong,Drama,3.911445,4,120620,90,7.1,52
Poultrygeist: Night of the Chicken Dead,Horror,3.905877,6,0,103,5.9,41
R.L. Stine's Monsterville: The Cabinet of Souls,Comedy,3.898737,15,0,85,6.9,35
Top Hat,Comedy,3.898498,35,3202000,101,7.4,59
Tales from the Hood,Crime,3.89204,95,12000000,98,5.4,32
"Ultramarines: A Warhammer 40,000 Movie",Animation,3.891186,10,0,76,5.2,27
Book of Shadows: Blair Witch 2,Mystery,3.890223,0,0,90,4.3,212
Abandon,Drama,3.888776,2,10719357,99,4.6,45
The Express,Drama,3.87823,8,9793496,130,7.1,71
Better Luck Tomorrow,Crime,3.877036,2,0,101,6.5,27
"New York, New York",Drama,3.876242,77,0,155,6.1,67
The Promise,Fantasy,3.866026,5,0,98,5,29
The Ten,Comedy,3.865122,7,0,96,4.9,57
X-Men: The Last Stand,Adventure,3.857526,6,459359555,104,6.3,3525
Sands of Iwo Jima,Action,3.851,49,7800000,100,6.2,33
Without Limits,Drama,3.849873,98,777423,117,6.2,19
Shadow Conspiracy,Action,3.848893,97,2154540,103,4,11
The Prince of Tides,Drama,3.845231,91,74787599,132,5.9,56
The Mirror Has Two Faces,Comedy,3.844926,96,0,126,6.5,47
Family Plot,Comedy,3.832858,76,7900000,121,6.7,86
March or Die,Action,3.829937,77,0,107,6.2,16
Coal Miner's Daughter,Drama,3.826685,80,67182787,125,7.2,67
Salvador,Drama,3.819796,86,0,123,7,71
Perrieräó»s Bounty,Action,3.810943,9,0,88,5.1,24
The Perfect Match,Comedy,3.810827,16,0,96,5.2,42
The Ice Pirates,Action,3.810697,84,0,91,5.7,49
Glitter,Drama,3.809131,1,5271666,104,3.4,38
You Got Served,Drama,3.804597,4,0,95,4.8,75
The Yellow Handkerchief,Drama,3.803495,8,317000,102,6.4,52
Redacted,Drama,3.792015,7,782102,90,6.2,37
The I Inside,Thriller,3.789485,4,0,90,5.9,62
Diary of a Mad Black Woman,Comedy,3.784535,5,0,116,6.4,71
The History Boys,Comedy,3.771652,6,13401952,109,6.6,66
Nixon,History,3.770161,95,13681765,192,7.1,71
Krrish,Action,3.759988,6,0,154,5.5,46
Gunless,Drama,3.753703,10,0,89,6.7,27
Winged Migration,Documentary,3.75074,1,20217080,98,7,49
Damsels in Distress,Comedy,3.750338,12,0,99,5.6,67
The Order,Drama,3.746806,3,11560806,102,4.8,91
Guess Who,Comedy,3.74263,5,68915888,105,5.5,225
Digimon: The Movie,Fantasy,3.7387,0,0,82,6.2,72
Cry Freedom,Drama,3.735723,87,0,157,6.9,51
Veer-Zaara,Drama,3.721858,4,29385320,192,7.4,64
The Nativity Story,Drama,3.721272,6,0,101,6.4,35
Supercross,Action,3.71305,5,3102550,80,5.4,29
Summer of Sam,Thriller,3.70789,99,0,142,6.3,112
The Next Best Thing,Comedy,3.707511,0,24362772,108,4.3,29
My Beautiful Laundrette,Romance,3.703005,85,2451545,97,6.6,51
Amistad,Drama,3.698276,97,74000000,155,6.8,316
The Marine 4: Moving Target,Thriller,3.696123,15,0,90,5.8,49
Timber Falls,Horror,3.687574,7,0,97,5.2,38
Infamous,Drama,3.680896,6,1151330,110,6.4,60
Yes,Drama,3.677831,5,0,100,5.9,7
Antibirth,Horror,3.674294,16,0,94,4.8,40
House Party 2,Comedy,3.673566,91,0,94,4.7,21
East Is East,Comedy,3.667372,99,28200000,97,6.5,59
Mondays in the Sun,Drama,3.663108,2,146402,113,7.1,36
The Last Station,Drama,3.659292,9,0,112,6.7,55
All the Real Girls,Drama,3.65924,3,0,108,5.9,30
The Man from Snowy River,Family,3.656491,82,20659423,104,6.8,37
Mississippi Mermaid,Crime,3.654018,69,0,123,6.7,32
Salvation Boulevard,Comedy,3.653305,11,0,96,5.6,28
